area,area_code,region,lwda_code,cluster_code,cluster,pathway_code,pathway,soc_code,soc_title,jobs_estimate_year,num_jobs_estimate,annual_openings,income_year,mean_income,median_income,jobs_projection_year,num_jobs_projected,num_jobs_projected_change,fraction_change_jobs,fraction_change_us,predominant_education_level,training,work_experience,predominant_occ_prep_combo,nontrad_year,nontrad_status
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.2,Professional Support Services,259099,"Education, Training, and Library Workers, All Other",2018,46,4,2018,39484,35443,2028,45,-1,-0.021739130839705467,0.057,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,NA,NA,2018,4129,345,2018,NA,NA,2028,3970,-159,-0.03850811347365379,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251011,"Business Teachers, Postsecondary",2018,44,4,2018,NA,NA,2028,46,2,0.04545454680919647,0.147,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251021,"Computer Science Teachers, Postsecondary",2018,14,1,2018,74563,73103,2028,14,0,0,0.042,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251022,"Mathematical Science Teachers, Postsecondary",2018,26,2,2018,63697,65071,2028,24,-2,-0.07692307978868484,0.028999999999999998,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251042,"Biological Science Teachers, Postsecondary",2018,34,3,2018,64756,64974,2028,35,1,0.029411764815449715,0.11699999999999999,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251052,"Chemistry Teachers, Postsecondary",2018,14,1,2018,74032,71490,2028,14,0,0,0.063,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251054,"Physics Teachers, Postsecondary",2018,11,0,2018,70228,64862,2028,11,0,0,0.065,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251066,"Psychology Teachers, Postsecondary",2018,21,2,2018,66637,64989,2028,22,1,0.0476190485060215,0.11699999999999999,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251071,"Health Specialties Teachers, Postsecondary",2018,38,4,2018,NA,NA,2028,43,5,0.1315789520740509,0.23199999999999998,Graduate/Professional Degree,NA,Work Experience,Graduate/Professional Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251072,"Nursing Instructors and Teachers, Postsecondary",2018,36,3,2018,NA,NA,2028,40,4,0.1111111119389534,0.2,Graduate/Professional Degree,NA,Work Experience,Graduate/Professional Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251081,"Education Teachers, Postsecondary",2018,22,2,2018,NA,NA,2028,22,0,0,0.078,Graduate/Professional Degree,NA,Work Experience,Graduate/Professional Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251121,"Art, Drama, and Music Teachers, Postsecondary",2018,49,4,2018,NA,NA,2028,49,0,0,0.079,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251123,"English Language and Literature Teachers, Postsecondary",2018,77,7,2018,NA,NA,2028,74,-3,-0.03896103799343109,0.040999999999999995,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251124,"Foreign Language and Literature Teachers, Postsecondary",2018,23,2,2018,58281,54909,2028,23,0,0,0.079,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251125,"History Teachers, Postsecondary",2018,32,2,2018,67782,68116,2028,31,-1,-0.03125,0.063,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251126,"Philosophy and Religion Teachers, Postsecondary",2018,12,1,2018,69281,63925,2028,12,0,0,0.09699999999999999,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251193,"Recreation and Fitness Studies Teachers, Postsecondary",2018,18,2,2018,NA,NA,2028,17,-1,-0.0555555559694767,0.045,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251194,"Vocational Education Teachers, Postsecondary",2018,67,4,2018,53408,51548,2028,61,-6,-0.08955223858356476,-0.03,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,251199,"Postsecondary Teachers, All Other",2018,24,2,2018,49529,51932,2028,23,-1,-0.0416666679084301,0.04,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252011,"Preschool Teachers, Except Special Education",2018,72,7,2018,47023,45239,2028,72,0,0,0.071,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252012,"Kindergarten Teachers, Except Special Education",2018,74,7,2018,55515,49722,2028,71,-3,-0.04054053872823715,0.038,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252021,"Elementary School Teachers, Except Special Education",2018,639,43,2018,58837,51232,2028,607,-32,-0.050078246742486954,0.033,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252022,"Middle School Teachers, Except Special and Career/Technical Education",2018,363,24,2018,56272,49918,2028,346,-17,-0.04683195427060127,0.035,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252023,"Career/Technical Education Teachers, Middle School",2018,13,1,2018,58021,51129,2028,13,0,0,0.027000000000000003,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252031,"Secondary School Teachers, Except Special and Career/Technical Education",2018,568,35,2018,59812,51989,2028,541,-27,-0.047535210847854614,0.036000000000000004,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252032,"Career/Technical Education Teachers, Secondary School",2018,69,5,2018,61424,55264,2028,65,-4,-0.05797101557254791,0.022000000000000002,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252051,"Special Education Teachers, Preschool",2018,16,1,2018,49505,45160,2028,15,-1,-0.0625,0.077,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252052,"Special Education Teachers, Kindergarten and Elementary School",2018,134,9,2018,54654,51297,2028,126,-8,-0.05970149114727974,0.027999999999999997,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252053,"Special Education Teachers, Middle School",2018,70,5,2018,55870,51749,2028,67,-3,-0.04285714402794838,0.027000000000000003,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,252054,"Special Education Teachers, Secondary School",2018,111,9,2018,54141,50531,2028,107,-4,-0.036036036908626556,0.03,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,253021,Self-Enrichment Education Teachers,2018,39,4,2018,28090,23359,2028,42,3,0.07692307978868484,0.11800000000000001,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,253098,Substitute Teachers,2018,765,81,2018,25034,24067,2028,726,-39,-0.05098039284348488,0.033,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,259041,Teacher Assistants,2018,538,53,2018,25891,22954,2028,512,-26,-0.048327136784791946,0.04,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,M
South Central (LWDA VIII),448,South Central,VIII,5,Education and Training,5.3,Teaching/Training,272022,Coaches and Scouts,2018,96,15,2018,43205,39799,2028,99,3,0.03125,0.105,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,6,Finance,NA,NA,NA,NA,2018,1748,179,2018,NA,NA,2028,1729,-19,-0.010869565419852734,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.3,Accounting,NA,NA,2018,949,99,2018,NA,NA,2028,911,-38,-0.040042150765657425,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.3,Accounting,132011,Accountants and Auditors,2018,264,27,2018,67915,62702,2028,276,12,0.04545454680919647,0.064,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.3,Accounting,433031,"Bookkeeping, Accounting, and Auditing Clerks",2018,685,72,2018,34382,33733,2028,635,-50,-0.07299269735813141,-0.039,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.5,Banking Services,NA,NA,2018,342,35,2018,NA,NA,2028,329,-13,-0.03801169618964195,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.5,Banking Services,132072,Loan Officers,2018,45,4,2018,63225,51754,2028,49,4,0.08888889104127884,0.077,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.5,Banking Services,433071,Tellers,2018,233,25,2018,32819,31146,2028,214,-19,-0.08154506236314774,-0.122,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.5,Banking Services,434131,Loan Interviewers and Clerks,2018,37,3,2018,34447,30396,2028,40,3,0.0810810774564743,0.086,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.5,Banking Services,434141,New Accounts Clerks,2018,27,3,2018,35028,35914,2028,26,-1,-0.03703703731298447,-0.07200000000000001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.2,Business Finance,NA,NA,2018,123,10,2018,NA,NA,2028,133,10,0.08130080997943878,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.2,Business Finance,113031,Financial Managers,2018,109,9,2018,100601,79790,2028,118,9,0.08256880939006805,0.16,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,N
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.2,Business Finance,132051,Financial Analysts,2018,14,1,2018,70628,54798,2028,15,1,0.0714285746216774,0.062,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.4,Insurance,NA,NA,2018,334,35,2018,NA,NA,2028,356,22,0.06586826592683792,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.4,Insurance,131031,"Claims Adjusters, Examiners, and Investigators",2018,23,1,2018,63148,62421,2028,21,-2,-0.08695652335882187,-0.042,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,6,Finance,6.4,Insurance,413021,Insurance Sales Agents,2018,311,34,2018,55370,39809,2028,335,24,0.07717041671276093,0.102,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,NA,NA,NA,NA,2018,453,44,2018,NA,NA,2028,458,5,0.011037527583539486,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.1,Governance,NA,NA,2018,30,3,2018,NA,NA,2028,30,0,0,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.1,Governance,111031,Legislators,2018,30,3,2018,NA,NA,2028,30,0,0,0.052000000000000005,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.4,Planning,NA,NA,2018,34,4,2018,NA,NA,2028,36,2,0.05882352963089943,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.4,Planning,193051,Urban and Regional Planners,2018,34,4,2018,59894,57888,2028,36,2,0.05882352963089943,0.107,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.7,Public Management and Administration,NA,NA,2018,279,26,2018,NA,NA,2028,277,-2,-0.00716845877468586,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.7,Public Management and Administration,434031,"Court, Municipal, and License Clerks",2018,62,6,2018,35652,33634,2028,62,0,0,0.044000000000000004,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.7,Public Management and Administration,434061,"Eligibility Interviewers, Government Programs",2018,217,20,2018,35736,34856,2028,215,-2,-0.009216589853167534,0.044000000000000004,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.6,Regulation,NA,NA,2018,94,9,2018,NA,NA,2028,99,5,0.05319149047136307,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.6,Regulation,131041,Compliance Officers,2018,56,6,2018,61410,54733,2028,61,5,0.0892857164144516,0.057999999999999996,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.6,Regulation,299011,Occupational Health and Safety Specialists,2018,15,0,2018,63959,59873,2028,15,0,0,0.062,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.6,Regulation,474011,Construction and Building Inspectors,2018,23,3,2018,54320,57508,2028,23,0,0,0.066,High School Diploma,Training/Certification,Work Experience,HS Diploma & Training/Certification & Work Experience,2020,F
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.5,Revenue and Taxation,NA,NA,2018,16,2,2018,NA,NA,2028,16,0,0,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,7,Government and Public Administration,7.5,Revenue and Taxation,132081,"Tax Examiners and Collectors, and Revenue Agents",2018,16,2,2018,41218,36654,2028,16,0,0,-0.024,Bachelor's Degree,Training/Certification,NA,Bachelor's Degree & Training/Certification,2020,N
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,NA,NA,NA,NA,2018,3473,324,2018,NA,NA,2028,3765,292,0.08407716453075409,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.2,Diagnostic Services,NA,NA,2018,38,2,2018,NA,NA,2028,38,0,0,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.2,Diagnostic Services,292034,Radiologic Technologists,2018,38,2,2018,53875,54682,2028,38,0,0,0.09,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.3,Health Informatics,NA,NA,2018,228,27,2018,NA,NA,2028,265,37,0.16228070855140686,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.3,Health Informatics,119111,Medical and Health Services Managers,2018,120,12,2018,87154,83081,2028,137,17,0.14166666567325592,0.17600000000000002,Bachelor's Degree,NA,Work Experience,Bachelor's Degree & Work Experience,2020,N
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.3,Health Informatics,436013,Medical Secretaries,2018,108,15,2018,38016,36902,2028,128,20,0.18518517911434174,0.16,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.4,Support Services,NA,NA,2018,37,4,2018,NA,NA,2028,38,1,0.027027027681469917,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.4,Support Services,211022,Healthcare Social Workers,2018,37,4,2018,55445,56717,2028,38,1,0.027027027681469917,0.17,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,NA,NA,2018,3170,291,2018,NA,NA,2028,3424,254,0.08012618124485016,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291021,"Dentists, General",2018,54,1,2018,252097,NA,2028,53,-1,-0.018518518656492233,0.076,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291051,Pharmacists,2018,103,3,2018,118635,122197,2028,97,-6,-0.058252427726984024,0,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291062,Family and General Practitioners,2018,97,3,2018,233225,207255,2028,101,4,0.04123711213469505,0.098,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291069,"Physicians and Surgeons, All Other",2018,50,2,2018,194847,189838,2028,51,1,0.019999999552965164,0.078,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291123,Physical Therapists,2018,55,3,2018,95057,92030,2028,66,11,0.20000000298023224,0.21899999999999997,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291126,Respiratory Therapists,2018,36,3,2018,49487,47779,2028,46,10,0.2777777910232544,0.20800000000000002,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291127,Speech-Language Pathologists,2018,67,4,2018,81181,82602,2028,80,13,0.19402985274791718,0.273,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291141,Registered Nurses,2018,555,36,2018,62219,61170,2028,603,48,0.08648648858070374,0.121,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,291171,Nurse Practitioners,2018,58,4,2018,117260,106298,2028,70,12,0.2068965584039688,0.282,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,292052,Pharmacy Technicians,2018,143,13,2018,30105,29427,2028,151,8,0.0559440553188324,0.075,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,292053,Psychiatric Technicians,2018,71,6,2018,27604,27082,2028,74,3,0.0422535203397274,0.124,Some College/Associate Degree,Training/Certification,Work Experience,Some College/Associate Degree & Training/Certification & Work Experience,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,292061,Licensed Practical and Licensed Vocational Nurses,2018,619,52,2018,42631,42839,2028,650,31,0.05008077621459961,0.107,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,311014,Nursing Assistants,2018,1108,138,2018,24996,24621,2028,1197,89,0.08032491058111191,0.08900000000000001,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,312021,Physical Therapist Assistants,2018,61,10,2018,61455,61615,2028,75,14,0.2295081913471222,0.271,Some College/Associate Degree,NA,NA,Some College/Associate Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,8,Health Science,8.1,Therapeutic Services,319092,Medical Assistants,2018,93,13,2018,38697,34336,2028,110,17,0.1827957034111023,0.226,Some College/Associate Degree,Training/Certification,NA,Some College/Associate Degree & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,NA,NA,NA,NA,2018,3416,550,2018,NA,NA,2028,3491,75,0.021955503150820732,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.2,Lodging,NA,NA,2018,569,79,2018,NA,NA,2028,554,-15,-0.026362039148807526,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.2,Lodging,372012,Maids and Housekeeping Cleaners,2018,417,57,2018,20784,20035,2028,419,2,0.0047961631789803505,-0.017,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.2,Lodging,434081,"Hotel, Motel, and Resort Desk Clerks",2018,152,22,2018,19538,18937,2028,135,-17,-0.11184210330247879,-0.063,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.4,"Recreation, Amusements, and Attractions",NA,NA,2018,118,21,2018,NA,NA,2028,126,8,0.06779661029577255,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.4,"Recreation, Amusements, and Attractions",131121,"Meeting, Convention, and Event Planners",2018,12,1,2018,46681,42986,2028,12,0,0,0.07200000000000001,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,N
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.4,"Recreation, Amusements, and Attractions",399032,Recreation Workers,2018,106,20,2018,28370,24045,2028,114,8,0.07547169923782349,0.083,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,NA,NA,2018,2729,450,2018,NA,NA,2028,2811,82,0.030047636479139328,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,119051,Food Service Managers,2018,97,11,2018,54900,51844,2028,102,5,0.05154639109969139,0.10800000000000001,High School Diploma,NA,Work Experience,HS Diploma & Work Experience,2020,N
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352011,"Cooks, Fast Food",2018,782,94,2018,19231,19008,2028,684,-98,-0.1253196895122528,-0.077,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352012,"Cooks, Institution and Cafeteria",2018,99,14,2018,24143,22942,2028,104,5,0.05050504952669144,0.046,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,352014,"Cooks, Restaurant",2018,91,15,2018,23655,23540,2028,105,14,0.1538461595773697,0.21899999999999997,High School Diploma,Training/Certification,Work Experience,HS Diploma & Training/Certification & Work Experience,2020,NA
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353021,"Combined Food Preparation and Serving Workers, Including Fast Food",2018,1373,271,2018,19292,18815,2028,1508,135,0.09832483530044556,0.17300000000000001,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,353041,"Food Servers, Nonrestaurant",2018,131,24,2018,21635,21144,2028,151,20,0.15267175436019897,0.076,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,M
South Central (LWDA VIII),448,South Central,VIII,9,Hospitality and Tourism,9.1,Restaurants and Food/Beverage Services,513011,Bakers,2018,156,21,2018,26283,25031,2028,157,1,0.006410256493836641,0.057999999999999996,High School Diploma,Training/Certification,NA,HS Diploma & Training/Certification,2020,N
South Central (LWDA VIII),448,South Central,VIII,10,Human Services,NA,NA,NA,NA,2018,3174,502,2018,NA,NA,2028,3758,584,0.18399496376514435,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,10,Human Services,10.2,Counseling and Mental Health Services,NA,NA,2018,434,45,2018,NA,NA,2028,457,23,0.05299539119005203,NA,NA,NA,NA,NA,2020,NA
South Central (LWDA VIII),448,South Central,VIII,10,Human Services,10.2,Counseling and Mental Health Services,193031,"Clinical, Counseling, and School Psychologists",2018,50,3,2018,73406,68840,2028,52,2,0.03999999910593033,0.147,Graduate/Professional Degree,Training/Certification,NA,Graduate/Professional Degree & Training/Certification,2020,NA
South Central (LWDA VIII),448,South Central,VIII,10,Human Services,10.2,Counseling and Mental Health Services,211018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2018,249,27,2018,47669,41117,2028,262,13,0.05220883712172508,0.225,Bachelor's Degree,NA,NA,Bachelor's Degree,2020,NA
South Central (LWDA VIII),448,South Central,VIII,10,Human Services,10.2,Counseling and Mental Health Services,211019,"Counselors, All Other",2018,20,2,2018,46033,46117,2028,20,0,0,0.105,Graduate/Professional Degree,NA,NA,Graduate/Professional Degree,2020,N
